1;-0.2996914;0.02458051;1.343381;-0.3598574;-0.2382642;1.309847;-0.3266634;-0.4715529;1.257269
2;-0.2996929;0.02453357;1.343405;-0.3597918;-0.2383326;1.309788;-0.3266413;-0.4715585;1.257247
3;-0.2997009;0.02450377;1.343424;-0.3596648;-0.2383811;1.309723;-0.3265802;-0.4717984;1.257257
4;-0.2996965;0.02448863;1.343439;-0.3596542;-0.2383842;1.309721;-0.3263732;-0.4721524;1.257268
5;-0.2997195;0.02443466;1.343509;-0.3596408;-0.2383497;1.309745;-0.3263273;-0.4722919;1.257274
6;-0.2997198;0.02442264;1.343521;-0.3595995;-0.2383567;1.74;-0.3260171;-0.4727192;1.257284
7;-0.2997431;0.02438532;1.343509;-0.3595813;-0.2383665;1.309736;-0.3258248;-0.4728615;1.257361
8;-0.2997336;0.02435682;1.343566;-0.3595684;-0.2383685;1.309753;-0.3257203;-0.4730549;1.257428
9;-0.29975;0.02434471;1.343578;-0.3595412;-0.2383556;1.309748;-0.3254804;-0.4730518;1.257495
10;-0.2997753;0.02433451;1.63;-0.3594804;-0.2383772;1.309828;-0.3254999;-0.473063;1.257516
11;-0.2997829;0.02432706;1.343638;-0.3594386;-0.2383514;1.309852;-0.3255076;-0.4730547;1.257514
12;-0.299782;0.024297;1.343626;-0.3594315;-0.2383962;1.309843;-0.3254367;-0.4731479;1.257508
13;-0.2997889;0.02429212;1.343634;-0.359428;-0.2384069;1.309839;-0.3255077;-0.4730212;1.257502
14;-0.2997795;0.02429142;1.343678;-0.3594166;-0.2384039;1.309834;-0.3254905;-0.4729589;1.257499
15;-0.2997735;0.02427271;1.343667;-0.3593861;-0.2384372;1.309857;-0.3254133;-0.4729414;1.257495
16;-0.2997563;0.0242872;1.343618;-0.3593891;-0.2385396;1.309843;-0.325385;-0.4729556;1.257492
17;-0.2997442;0.02427479;1.343499;-0.3593812;-0.2386181;1.309788;-0.3253795;-0.472945;1.257491
18;-0.2995963;0.02432652;1.343349;-0.3593278;-0.2384138;1.309532;-0.3254085;-0.472915;1.257398
19;-0.299123;0.02434412;1.342881;-0.3593201;-0.2383601;1.309227;-0.3255388;-0.4729574;1.257191
20;-0.298355;0.02451872;1.342232;-0.3591284;-0.2379257;1.308283;-0.3255811;-0.4729898;1.257033
21;-0.2973935;0.02472209;1.341646;-0.3589628;-0.2377805;1.82;-0.3257732;-0.4728627;1.256721
22;-0.296662;0.02505104;1.341201;-0.3584335;-0.2379016;1.306955;-0.3256845;-0.4727834;1.256585
23;-0.2957383;0.02529654;1.340455;-0.3574258;-0.2379842;1.305907;-0.325542;-0.4724811;1.256402
24;-0.2951748;0.02547473;1.339949;-0.3569649;-0.2380346;1.305264;-0.3252244;-0.4717588;1.256157
25;-0.2943731;0.0256874;1.339103;-0.3564792;-0.2376211;1.304679;-0.3247104;-0.4712992;1.256192
26;-0.2936125;0.02586886;1.338022;-0.3561125;-0.2373089;1.304238;-0.3243307;-0.4706993;1.255987
27;-0.2934407;0.02648698;1.337014;-0.3558393;-0.2371363;1.303908;-0.323899;-0.4699241;1.256051
28;-0.2932898;0.02700484;1.16;-0.3551861;-0.2367809;1.303357;-0.3236617;-0.4695711;1.255999
29;-0.2927328;0.02715809;1.335562;-0.3547961;-0.2363364;1.303069;-0.3236351;-0.469292;1.96
30;-0.2924413;0.02732882;1.334975;-0.3545964;-0.2355116;1.302904;-0.3237496;-0.4690527;1.255761
31;-0.2925356;0.02755842;1.334664;-0.3549697;-0.2345758;1.303022;-0.3238844;-0.4688676;1.255592
32;-0.2936159;0.02792583;1.334616;-0.3557098;-0.2332415;1.303146;-0.3241346;-0.4686319;1.255172
33;-0.2945839;0.02855359;1.334794;-0.3571637;-0.2308788;1.304233;-0.3249721;-0.4628978;1.253611
34;-0.3018555;0.02995223;1.339909;-0.3579866;-0.2297816;1.304816;-0.324743;-0.4567176;1.249906
35;-0.3059276;0.03092731;1.343955;-0.3589936;-0.2275772;1.305672;-0.3234804;-0.4499163;1.245012
36;-0.3059076;0.03107354;1.343878;-0.3622008;-0.221688;1.65;-0.3231365;-0.4417109;1.240285
37;-0.3091779;0.03213738;1.346471;-0.3644175;-0.2164425;1.310316;-0.3229641;-0.4346;1.235771
38;-0.3111503;0.03237274;1.15;-0.365576;-0.215719;1.310519;-0.3220211;-0.4295709;1.232495
39;-0.310459;0.03234277;1.345734;-0.3660054;-0.2153775;1.310525;-0.3211218;-0.426073;1.229772
40;-0.3097985;0.03221612;1.344158;-0.366069;-0.2153093;1.310427;-0.3195504;-0.4235751;1.228133
41;-0.3091546;0.03198981;1.342765;-0.366066;-0.2153183;1.310362;-0.3173552;-0.4231867;1.226588
42;-0.3098702;0.03163842;1.342273;-0.3655267;-0.2151855;1.309931;-0.3145223;-0.4220106;1.226302
43;-0.3086756;0.03126661;1.340366;-0.3647796;-0.2148144;1.77;-0.3105371;-0.4237155;1.226038
