1;-0.4029573;-0.02899693;1.206736;-0.429475;-0.283704;1.166263;-0.3524424;-0.4929017;1.07
2;-0.4028153;-0.02880565;1.206919;-0.4293294;-0.2833769;1.166404;-0.3531758;-0.4931621;1.66
3;-0.4027999;-0.02867766;1.207147;-0.4292552;-0.2832893;1.166805;-0.356343;-0.4930976;1.35
4;-0.4025847;-0.02862622;1.206858;-0.4292443;-0.2832227;1.166904;-0.3605322;-0.4925619;1.61
5;-0.4024268;-0.02859201;1.206562;-0.4293596;-0.2831913;1.167013;-0.3647897;-0.493767;1.24
6;-0.4023472;-0.0286104;1.206329;-0.4297654;-0.2835495;1.167319;-0.3709738;-0.496367;1.87
7;-0.4022677;-0.02866878;1.206058;-0.4308077;-0.2841519;1.168052;-0.3761006;-0.4982255;1.48
8;-0.4021484;-0.02868325;1.75;-0.4315571;-0.284547;1.168273;-0.380742;-0.5001837;1.24
9;-0.4020666;-0.02874356;1.49;-0.433061;-0.2851334;1.169103;-0.3851992;-0.5017762;1.03
10;-0.4020485;-0.02875852;1.205386;-0.4342519;-0.285455;1.169513;-0.3883211;-0.5024581;1.75
11;-0.4019936;-0.02876351;1.205283;-0.4354051;-0.2855214;1.169844;-0.3914526;-0.5027128;1.07
12;-0.4018214;-0.02874772;1.93;-0.4363158;-0.2852298;1.169691;-0.3935479;-0.5036695;1.24
13;-0.4016649;-0.02879408;1.63;-0.4370721;-0.2849569;1.169306;-0.3948738;-0.504905;1.04
14;-0.4015341;-0.02880351;1.38;-0.4375649;-0.2847042;1.169028;-0.3957519;-0.5054938;1.05
15;-0.4014326;-0.02878857;1.204169;-0.4379279;-0.2846765;1.168715;-0.3962873;-0.5061276;1.42
16;-0.4014215;-0.02879217;1.204149;-0.4381306;-0.284605;1.168578;-0.396388;-0.5065145;1.45
17;-0.4013488;-0.02880708;1.06;-0.4381695;-0.2848375;1.168239;-0.3956531;-0.5080339;1.84
18;-0.4012959;-0.02877539;1.204031;-0.4380508;-0.2848767;1.167653;-0.3945374;-0.5080879;1.25
19;-0.4013007;-0.02877847;1.203968;-0.4378393;-0.2850718;1.166942;-0.3930493;-0.5077296;1.36
20;-0.4013218;-0.02878999;1.203951;-0.4374086;-0.2854564;1.166445;-0.3901318;-0.5078227;1.81
21;-0.4012926;-0.02879946;1.203852;-0.4365872;-0.2859983;1.165747;-0.3863975;-0.5068589;1.52
22;-0.401309;-0.02883005;1.203862;-0.436099;-0.2860963;1.165557;-0.383177;-0.5065335;1.02
23;-0.4013398;-0.02886406;1.91;-0.4355444;-0.2863017;1.165374;-0.380026;-0.5037574;1.57
24;-0.4013606;-0.02888794;1.203918;-0.4350908;-0.2863688;1.165125;-0.377157;-0.5026754;1.43
25;-0.4014368;-0.02893537;1.93;-0.4342826;-0.2863488;1.164542;-0.3742962;-0.501817;1.27
26;-0.4014473;-0.02895045;1.203915;-0.4337978;-0.2861801;1.164377;-0.3725971;-0.5006884;1.69
27;-0.4015219;-0.028972;1.97;-0.4337607;-0.2862031;1.164392;-0.3712681;-0.5007696;1.54
28;-0.4015349;-0.02898772;1.203975;-0.4335349;-0.2862622;1.164203;-0.3706251;-0.5006191;1.05
29;-0.4015581;-0.02900456;1.203955;-0.4334921;-0.2862692;1.164157;-0.3703954;-0.5003762;1.19
30;-0.4015169;-0.0290054;1.203853;-0.4333926;-0.2863193;1.163929;-0.3703864;-0.5003998;1.56
31;-0.4015085;-0.02902985;1.203839;-0.4333209;-0.2862266;1.163725;-0.370627;-0.5002385;1.34
32;-0.4014348;-0.02899828;1.203767;-0.4332615;-0.2859784;1.163498;-0.3712536;-0.500344;1.61
33;-0.4013779;-0.02899018;1.203706;-0.4332209;-0.2857205;1.163035;-0.372654;-0.5007861;1.32
34;-0.4012945;-0.02895152;1.203779;-0.433212;-0.2856154;1.162694;-0.3736666;-0.5013723;1.22
35;-0.4011919;-0.02887215;1.203753;-0.4333831;-0.2849565;1.162364;-0.3751124;-0.5020859;1.53
36;-0.4008132;-0.02850077;1.29;-0.4338364;-0.2839314;1.162002;-0.3762858;-0.502322;1.87
37;-0.4007347;-0.0284434;1.204288;-0.4342239;-0.2830642;1.161721;-0.3774192;-0.5025955;1.65
38;-0.4006697;-0.02834634;1.31;-0.4345462;-0.2823779;1.161628;-0.3783447;-0.502756;1.67
39;-0.4005636;-0.02827253;1.204358;-0.4348822;-0.2817269;1.161666;-0.379252;-0.5027747;1.02
40;-0.4003729;-0.02815033;1.204418;-0.4350265;-0.2812578;1.161693;-0.3802354;-0.5024947;1.54
41;-0.4001814;-0.02801499;1.204548;-0.435278;-0.28041;1.162139;-0.3806413;-0.5024365;1.44
42;-0.3999792;-0.02784427;1.204765;-0.4355794;-0.2796303;1.162369;-0.3813968;-0.5015042;1.37
43;-0.3991539;-0.02670588;1.207178;-0.4357911;-0.2788517;1.163007;-0.3821349;-0.5002754;1.44
44;-0.39879;-0.02584919;1.209271;-0.4362784;-0.2775439;1.164327;-0.382155;-0.4994195;1.79
45;-0.3987845;-0.02584054;1.209277;-0.4367;-0.2765276;1.165717;-0.3827206;-0.4975593;1.51
46;-0.3987636;-0.02581862;1.209274;-0.436836;-0.2763177;1.48;-0.382985;-0.4965225;1.73
47;-0.3987536;-0.0257984;1.209283;-0.4370852;-0.2757691;1.167405;-0.3833559;-0.4950502;1.85
48;-0.3983763;-0.02459762;1.18;-0.4371744;-0.2755166;1.168238;-0.3833913;-0.4949946;1.44
49;-0.3983742;-0.02459447;1.211773;-0.4372196;-0.2751848;1.169125;-0.3836403;-0.4944765;1.34
50;-0.3983877;-0.02459793;1.211745;-0.4373084;-0.2750899;1.169757;-0.3839054;-0.4942501;1.25
51;-0.3983918;-0.02459229;1.211735;-0.437333;-0.2749506;1.170717;-0.3843634;-0.4936667;1.42
52;-0.398282;-0.02368449;1.213956;-0.4374724;-0.2749066;1.171435;-0.3847828;-0.4937819;1.89
53;-0.3983349;-0.0237334;1.83;-0.4376644;-0.2748327;1.172227;-0.3850442;-0.4939647;1.67
54;-0.3984351;-0.02375731;1.213739;-0.4379025;-0.2748611;1.85;-0.3853735;-0.4938304;1.57
55;-0.3990925;-0.02298636;1.215969;-0.4381228;-0.274765;1.173548;-0.3856128;-0.493789;1.18
56;-0.3995268;-0.02253994;1.217635;-0.4383645;-0.2745082;1.174342;-0.3859335;-0.4938217;1.56
57;-0.3996776;-0.02271994;1.217083;-0.4386104;-0.274309;1.174957;-0.3862999;-0.4938513;1.66
58;-0.399767;-0.02285074;1.216563;-0.4386869;-0.2740868;1.175282;-0.386632;-0.4938752;1.26
59;-0.400414;-0.02212116;1.218461;-0.4388534;-0.2740138;1.175686;-0.3869648;-0.4940062;1.75
